Student ID,Well versed with the subject,Explains concepts in an understandable way,Use of presentations,Degree of difficulty of assignments,Solves doubts willingly,Structuring of the course,Provides support for students going above and beyond,Course recommendation based on relevance,Overall_Satisfaction,Satisfaction_Level,Feedback_Comment,Sentiment_Score,Sentiment_Label,TB_Polarity,TB_Subjectivity,TB_Sentiment_Label
813,8,10,5,8,4,7,5,2,6.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
2,10,2,7,3,10,4,4,7,5.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
649,9,2,6,10,4,9,4,2,5.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
455,8,5,4,2,7,4,1,2,4.125,Low,Assignments were confusing and not properly structured.,-0.2263,Negative,-0.15,0.25,Negative
593,5,3,5,3,9,10,9,9,6.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
206,10,8,5,4,8,9,10,6,7.5,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
847,7,10,5,7,1,9,10,4,6.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
233,8,7,7,7,9,2,8,2,6.25,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
87,5,10,8,4,8,10,1,9,6.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
333,6,3,7,6,9,9,9,1,6.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
738,8,2,5,7,2,7,6,5,5.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
350,5,6,6,1,8,7,10,10,6.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
805,8,8,7,10,6,2,2,6,6.125,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
700,9,8,6,1,9,6,9,1,6.125,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
92,7,6,7,3,2,1,7,6,4.875,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
68,5,5,8,8,7,6,10,4,6.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
746,10,5,6,7,1,1,6,1,4.625,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
741,7,9,7,3,10,8,10,5,7.375,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
581,9,10,8,2,5,6,7,10,7.125,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
677,9,6,6,9,1,10,7,1,6.125,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
442,7,8,5,10,8,3,6,4,6.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
749,9,9,5,2,9,1,10,1,5.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
25,5,6,4,10,4,1,8,3,5.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
936,6,7,6,4,1,8,4,10,5.75,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
90,9,10,6,7,8,1,2,7,6.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
715,6,9,6,5,9,1,6,6,6.0,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
240,9,9,7,10,5,7,1,6,6.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
13,6,6,6,3,10,7,2,1,5.125,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
126,7,4,6,4,1,5,2,1,3.75,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
761,5,9,6,10,10,1,10,6,7.125,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
302,8,4,6,7,1,4,1,8,4.875,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
650,8,4,7,9,10,2,8,3,6.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
365,10,5,5,3,5,2,3,5,4.75,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
905,5,9,6,8,10,2,1,1,5.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
415,9,3,5,1,8,9,9,2,5.75,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
397,10,7,8,6,6,6,2,6,6.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
435,9,9,7,4,1,1,7,5,5.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
945,9,3,8,2,4,9,1,1,4.625,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
930,8,7,5,1,3,7,2,1,4.25,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
687,5,9,7,9,3,1,9,5,6.0,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
852,5,10,5,4,3,10,8,6,6.375,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
712,6,5,5,7,8,2,9,7,6.125,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
470,6,10,6,6,7,1,1,2,4.875,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
43,6,5,4,1,10,7,4,1,4.75,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
550,5,3,7,8,2,7,7,8,5.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
844,8,6,4,1,1,8,10,9,5.875,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
150,6,5,8,5,2,10,1,6,5.375,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
168,6,3,8,2,8,10,7,3,5.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
519,8,7,7,6,10,10,4,3,6.875,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
531,9,8,7,6,3,8,3,7,6.375,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
643,9,7,7,7,2,4,3,7,5.75,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
428,6,9,4,4,8,6,2,5,5.5,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
659,9,4,8,10,6,6,3,8,6.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
766,10,2,4,3,4,6,9,4,5.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
732,9,2,6,9,4,2,10,10,6.5,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
916,10,4,7,3,10,10,7,8,7.375,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
979,9,4,7,10,5,2,4,2,5.375,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
372,5,7,7,9,3,5,10,4,6.25,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
778,9,4,8,9,8,5,7,4,6.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
579,10,3,7,8,9,1,8,8,6.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
320,9,6,7,4,3,9,10,2,6.25,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
645,5,9,6,6,8,5,10,8,7.125,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
5,6,7,4,2,3,8,10,7,5.875,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
294,7,5,4,1,6,2,9,6,5.0,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
117,8,2,5,10,5,4,3,2,4.875,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
555,9,2,8,7,2,1,3,10,5.25,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
29,6,9,5,1,6,10,4,5,5.75,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
259,8,3,8,9,7,4,10,7,7.0,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
47,8,4,4,9,10,10,2,6,6.625,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
678,8,10,5,2,7,4,1,7,5.5,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
543,8,2,4,9,3,3,3,4,4.5,Low,"Didn't enjoy the course, it was hard to follow.",-0.4639,Negative,0.05416666666666667,0.5208333333333333,Positive
908,5,2,5,3,2,10,4,8,4.875,Low,Assignments were confusing and not properly structured.,-0.2263,Negative,-0.15,0.25,Negative
586,8,2,4,9,8,8,7,7,6.625,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
98,9,9,7,2,3,3,8,4,5.625,Medium,The course was good overall but some parts were a bit confusing.,-0.1027,Negative,0.13333333333333333,0.3333333333333333,Positive
55,8,7,6,2,5,7,7,9,6.375,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
913,5,5,6,5,6,7,6,1,5.125,Medium,"Presentations were okay, but assignments felt slightly hard.",0.0745,Positive,0.10416666666666666,0.5208333333333333,Positive
199,9,5,8,3,8,1,1,2,4.625,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
539,10,2,7,4,3,4,10,1,5.125,Medium,"I learned a lot, but doubt-solving could be quicker.",0.0,Neutral,0.0,0.0,Neutral
759,7,2,4,2,1,5,9,9,4.875,Low,The course was too difficult and explanations weren’t clear.,0.0258,Neutral,-0.2,0.6916666666666667,Negative
